contentId,creatorId,title,lengthSec,format,platform,createdAt
"c1454","creator_4","Synthetic Item 1454",1514,"podcast","blog","2025-01-01"
"c1455","creator_5","Synthetic Item 1455",1515,"live","instagram","2025-01-01"
"c1456","creator_6","Synthetic Item 1456",1516,"video","tiktok","2025-01-01"
"c1457","creator_7","Synthetic Item 1457",1517,"article","twitch","2025-01-01"
"c1458","creator_8","Synthetic Item 1458",1518,"short","spotify","2025-01-01"
"c1459","creator_9","Synthetic Item 1459",1519,"podcast","youtube","2025-01-01"
"c1460","creator_10","Synthetic Item 1460",1520,"live","blog","2025-01-01"
"c1461","creator_11","Synthetic Item 1461",1521,"video","instagram","2025-01-01"
"c1462","creator_12","Synthetic Item 1462",1522,"article","tiktok","2025-01-01"
"c1463","creator_13","Synthetic Item 1463",1523,"short","twitch","2025-01-01"
"c1464","creator_14","Synthetic Item 1464",1524,"podcast","spotify","2025-01-01"
"c1465","creator_15","Synthetic Item 1465",1525,"live","youtube","2025-01-01"
"c1466","creator_16","Synthetic Item 1466",1526,"video","blog","2025-01-01"
"c1467","creator_17","Synthetic Item 1467",1527,"article","instagram","2025-01-01"
"c1468","creator_18","Synthetic Item 1468",1528,"short","tiktok","2025-01-01"
"c1469","creator_19","Synthetic Item 1469",1529,"podcast","twitch","2025-01-01"
"c1470","creator_20","Synthetic Item 1470",1530,"live","spotify","2025-01-01"
"c1471","creator_21","Synthetic Item 1471",1531,"video","youtube","2025-01-01"
"c1472","creator_22","Synthetic Item 1472",1532,"article","blog","2025-01-01"
"c1473","creator_23","Synthetic Item 1473",1533,"short","instagram","2025-01-01"
"c1474","creator_24","Synthetic Item 1474",1534,"podcast","tiktok","2025-01-01"
"c1475","creator_25","Synthetic Item 1475",1535,"live","twitch","2025-01-01"
"c1476","creator_26","Synthetic Item 1476",1536,"video","spotify","2025-01-01"
"c1477","creator_27","Synthetic Item 1477",1537,"article","youtube","2025-01-01"
"c1478","creator_28","Synthetic Item 1478",1538,"short","blog","2025-01-01"
"c1479","creator_29","Synthetic Item 1479",1539,"podcast","instagram","2025-01-01"
"c1480","creator_30","Synthetic Item 1480",1540,"live","tiktok","2025-01-01"
"c1481","creator_31","Synthetic Item 1481",1541,"video","twitch","2025-01-01"
"c1482","creator_32","Synthetic Item 1482",1542,"article","spotify","2025-01-01"
"c1483","creator_33","Synthetic Item 1483",1543,"short","youtube","2025-01-01"
"c1484","creator_34","Synthetic Item 1484",1544,"podcast","blog","2025-01-01"
"c1485","creator_35","Synthetic Item 1485",1545,"live","instagram","2025-01-01"
"c1486","creator_36","Synthetic Item 1486",1546,"video","tiktok","2025-01-01"
"c1487","creator_37","Synthetic Item 1487",1547,"article","twitch","2025-01-01"
"c1488","creator_38","Synthetic Item 1488",1548,"short","spotify","2025-01-01"
"c1489","creator_39","Synthetic Item 1489",1549,"podcast","youtube","2025-01-01"
"c1490","creator_40","Synthetic Item 1490",1550,"live","blog","2025-01-01"
"c1491","creator_41","Synthetic Item 1491",1551,"video","instagram","2025-01-01"
"c1492","creator_42","Synthetic Item 1492",1552,"article","tiktok","2025-01-01"
"c1493","creator_43","Synthetic Item 1493",1553,"short","twitch","2025-01-01"
"c1494","creator_44","Synthetic Item 1494",1554,"podcast","spotify","2025-01-01"
"c1495","creator_45","Synthetic Item 1495",1555,"live","youtube","2025-01-01"
"c1496","creator_46","Synthetic Item 1496",1556,"video","blog","2025-01-01"
"c1497","creator_47","Synthetic Item 1497",1557,"article","instagram","2025-01-01"
"c1498","creator_48","Synthetic Item 1498",1558,"short","tiktok","2025-01-01"
"c1499","creator_49","Synthetic Item 1499",1559,"podcast","twitch","2025-01-01"
"c1500","creator_50","Synthetic Item 1500",1560,"live","spotify","2025-01-01"
"c1501","creator_1","Synthetic Item 1501",1561,"video","youtube","2025-01-01"
"c1502","creator_2","Synthetic Item 1502",1562,"article","blog","2025-01-01"
"c1503","creator_3","Synthetic Item 1503",1563,"short","instagram","2025-01-01"
"c1504","creator_4","Synthetic Item 1504",1564,"podcast","tiktok","2025-01-01"
"c1505","creator_5","Synthetic Item 1505",1565,"live","twitch","2025-01-01"
"c1506","creator_6","Synthetic Item 1506",1566,"video","spotify","2025-01-01"
"c1507","creator_7","Synthetic Item 1507",1567,"article","youtube","2025-01-01"
"c1508","creator_8","Synthetic Item 1508",1568,"short","blog","2025-01-01"
"c1509","creator_9","Synthetic Item 1509",1569,"podcast","instagram","2025-01-01"
"c1510","creator_10","Synthetic Item 1510",1570,"live","tiktok","2025-01-01"
"c1511","creator_11","Synthetic Item 1511",1571,"video","twitch","2025-01-01"
"c1512","creator_12","Synthetic Item 1512",1572,"article","spotify","2025-01-01"
"c1513","creator_13","Synthetic Item 1513",1573,"short","youtube","2025-01-01"
"c1514","creator_14","Synthetic Item 1514",1574,"podcast","blog","2025-01-01"
"c1515","creator_15","Synthetic Item 1515",1575,"live","instagram","2025-01-01"
"c1516","creator_16","Synthetic Item 1516",1576,"video","tiktok","2025-01-01"
"c1517","creator_17","Synthetic Item 1517",1577,"article","twitch","2025-01-01"
"c1518","creator_18","Synthetic Item 1518",1578,"short","spotify","2025-01-01"
"c1519","creator_19","Synthetic Item 1519",1579,"podcast","youtube","2025-01-01"
"c1520","creator_20","Synthetic Item 1520",1580,"live","blog","2025-01-01"
"c1521","creator_21","Synthetic Item 1521",1581,"video","instagram","2025-01-01"
"c1522","creator_22","Synthetic Item 1522",1582,"article","tiktok","2025-01-01"
"c1523","creator_23","Synthetic Item 1523",1583,"short","twitch","2025-01-01"
"c1524","creator_24","Synthetic Item 1524",1584,"podcast","spotify","2025-01-01"
"c1525","creator_25","Synthetic Item 1525",1585,"live","youtube","2025-01-01"
"c1526","creator_26","Synthetic Item 1526",1586,"video","blog","2025-01-01"
"c1527","creator_27","Synthetic Item 1527",1587,"article","instagram","2025-01-01"
"c1528","creator_28","Synthetic Item 1528",1588,"short","tiktok","2025-01-01"
"c1529","creator_29","Synthetic Item 1529",1589,"podcast","twitch","2025-01-01"
"c1530","creator_30","Synthetic Item 1530",1590,"live","spotify","2025-01-01"
"c1531","creator_31","Synthetic Item 1531",1591,"video","youtube","2025-01-01"
"c1532","creator_32","Synthetic Item 1532",1592,"article","blog","2025-01-01"
"c1533","creator_33","Synthetic Item 1533",1593,"short","instagram","2025-01-01"
"c1534","creator_34","Synthetic Item 1534",1594,"podcast","tiktok","2025-01-01"
"c1535","creator_35","Synthetic Item 1535",1595,"live","twitch","2025-01-01"
"c1536","creator_36","Synthetic Item 1536",1596,"video","spotify","2025-01-01"
"c1537","creator_37","Synthetic Item 1537",1597,"article","youtube","2025-01-01"
"c1538","creator_38","Synthetic Item 1538",1598,"short","blog","2025-01-01"
"c1539","creator_39","Synthetic Item 1539",1599,"podcast","instagram","2025-01-01"
"c1540","creator_40","Synthetic Item 1540",1600,"live","tiktok","2025-01-01"
"c1541","creator_41","Synthetic Item 1541",1601,"video","twitch","2025-01-01"
"c1542","creator_42","Synthetic Item 1542",1602,"article","spotify","2025-01-01"
"c1543","creator_43","Synthetic Item 1543",1603,"short","youtube","2025-01-01"
"c1544","creator_44","Synthetic Item 1544",1604,"podcast","blog","2025-01-01"
"c1545","creator_45","Synthetic Item 1545",1605,"live","instagram","2025-01-01"
"c1546","creator_46","Synthetic Item 1546",1606,"video","tiktok","2025-01-01"
"c1547","creator_47","Synthetic Item 1547",1607,"article","twitch","2025-01-01"
"c1548","creator_48","Synthetic Item 1548",1608,"short","spotify","2025-01-01"
"c1549","creator_49","Synthetic Item 1549",1609,"podcast","youtube","2025-01-01"
"c1550","creator_50","Synthetic Item 1550",1610,"live","blog","2025-01-01"
"c1551","creator_1","Synthetic Item 1551",1611,"video","instagram","2025-01-01"
"c1552","creator_2","Synthetic Item 1552",1612,"article","tiktok","2025-01-01"
"c1553","creator_3","Synthetic Item 1553",1613,"short","twitch","2025-01-01"
"c1554","creator_4","Synthetic Item 1554",1614,"podcast","spotify","2025-01-01"
"c1555","creator_5","Synthetic Item 1555",1615,"live","youtube","2025-01-01"
"c1556","creator_6","Synthetic Item 1556",1616,"video","blog","2025-01-01"
"c1557","creator_7","Synthetic Item 1557",1617,"article","instagram","2025-01-01"
"c1558","creator_8","Synthetic Item 1558",1618,"short","tiktok","2025-01-01"
"c1559","creator_9","Synthetic Item 1559",1619,"podcast","twitch","2025-01-01"
"c1560","creator_10","Synthetic Item 1560",1620,"live","spotify","2025-01-01"
"c1561","creator_11","Synthetic Item 1561",1621,"video","youtube","2025-01-01"
"c1562","creator_12","Synthetic Item 1562",1622,"article","blog","2025-01-01"
"c1563","creator_13","Synthetic Item 1563",1623,"short","instagram","2025-01-01"
"c1564","creator_14","Synthetic Item 1564",1624,"podcast","tiktok","2025-01-01"
"c1565","creator_15","Synthetic Item 1565",1625,"live","twitch","2025-01-01"
"c1566","creator_16","Synthetic Item 1566",1626,"video","spotify","2025-01-01"
"c1567","creator_17","Synthetic Item 1567",1627,"article","youtube","2025-01-01"
"c1568","creator_18","Synthetic Item 1568",1628,"short","blog","2025-01-01"
"c1569","creator_19","Synthetic Item 1569",1629,"podcast","instagram","2025-01-01"
"c1570","creator_20","Synthetic Item 1570",1630,"live","tiktok","2025-01-01"
"c1571","creator_21","Synthetic Item 1571",1631,"video","twitch","2025-01-01"
"c1572","creator_22","Synthetic Item 1572",1632,"article","spotify","2025-01-01"
"c1573","creator_23","Synthetic Item 1573",1633,"short","youtube","2025-01-01"
"c1574","creator_24","Synthetic Item 1574",1634,"podcast","blog","2025-01-01"
"c1575","creator_25","Synthetic Item 1575",1635,"live","instagram","2025-01-01"
"c1576","creator_26","Synthetic Item 1576",1636,"video","tiktok","2025-01-01"
"c1577","creator_27","Synthetic Item 1577",1637,"article","twitch","2025-01-01"
"c1578","creator_28","Synthetic Item 1578",1638,"short","spotify","2025-01-01"
"c1579","creator_29","Synthetic Item 1579",1639,"podcast","youtube","2025-01-01"
"c1580","creator_30","Synthetic Item 1580",1640,"live","blog","2025-01-01"
"c1581","creator_31","Synthetic Item 1581",1641,"video","instagram","2025-01-01"
"c1582","creator_32","Synthetic Item 1582",1642,"article","tiktok","2025-01-01"
"c1583","creator_33","Synthetic Item 1583",1643,"short","twitch","2025-01-01"
"c1584","creator_34","Synthetic Item 1584",1644,"podcast","spotify","2025-01-01"
"c1585","creator_35","Synthetic Item 1585",1645,"live","youtube","2025-01-01"
"c1586","creator_36","Synthetic Item 1586",1646,"video","blog","2025-01-01"
"c1587","creator_37","Synthetic Item 1587",1647,"article","instagram","2025-01-01"
"c1588","creator_38","Synthetic Item 1588",1648,"short","tiktok","2025-01-01"
"c1589","creator_39","Synthetic Item 1589",1649,"podcast","twitch","2025-01-01"
"c1590","creator_40","Synthetic Item 1590",1650,"live","spotify","2025-01-01"
"c1591","creator_41","Synthetic Item 1591",1651,"video","youtube","2025-01-01"
"c1592","creator_42","Synthetic Item 1592",1652,"article","blog","2025-01-01"
"c1593","creator_43","Synthetic Item 1593",1653,"short","instagram","2025-01-01"
"c1594","creator_44","Synthetic Item 1594",1654,"podcast","tiktok","2025-01-01"
"c1595","creator_45","Synthetic Item 1595",1655,"live","twitch","2025-01-01"
"c1596","creator_46","Synthetic Item 1596",1656,"video","spotify","2025-01-01"
"c1597","creator_47","Synthetic Item 1597",1657,"article","youtube","2025-01-01"
"c1598","creator_48","Synthetic Item 1598",1658,"short","blog","2025-01-01"
"c1599","creator_49","Synthetic Item 1599",1659,"podcast","instagram","2025-01-01"
"c1600","creator_50","Synthetic Item 1600",1660,"live","tiktok","2025-01-01"
"c1601","creator_1","Synthetic Item 1601",1661,"video","twitch","2025-01-01"
"c1602","creator_2","Synthetic Item 1602",1662,"article","spotify","2025-01-01"
"c1603","creator_3","Synthetic Item 1603",1663,"short","youtube","2025-01-01"
"c1604","creator_4","Synthetic Item 1604",1664,"podcast","blog","2025-01-01"
"c1605","creator_5","Synthetic Item 1605",1665,"live","instagram","2025-01-01"
"c1606","creator_6","Synthetic Item 1606",1666,"video","tiktok","2025-01-01"
"c1607","creator_7","Synthetic Item 1607",1667,"article","twitch","2025-01-01"
"c1608","creator_8","Synthetic Item 1608",1668,"short","spotify","2025-01-01"
"c1609","creator_9","Synthetic Item 1609",1669,"podcast","youtube","2025-01-01"
"c1610","creator_10","Synthetic Item 1610",1670,"live","blog","2025-01-01"
"c1611","creator_11","Synthetic Item 1611",1671,"video","instagram","2025-01-01"
"c1612","creator_12","Synthetic Item 1612",1672,"article","tiktok","2025-01-01"
"c1613","creator_13","Synthetic Item 1613",1673,"short","twitch","2025-01-01"
"c1614","creator_14","Synthetic Item 1614",1674,"podcast","spotify","2025-01-01"
"c1615","creator_15","Synthetic Item 1615",1675,"live","youtube","2025-01-01"
"c1616","creator_16","Synthetic Item 1616",1676,"video","blog","2025-01-01"
"c1617","creator_17","Synthetic Item 1617",1677,"article","instagram","2025-01-01"
"c1618","creator_18","Synthetic Item 1618",1678,"short","tiktok","2025-01-01"
"c1619","creator_19","Synthetic Item 1619",1679,"podcast","twitch","2025-01-01"
"c1620","creator_20","Synthetic Item 1620",1680,"live","spotify","2025-01-01"
"c1621","creator_21","Synthetic Item 1621",1681,"video","youtube","2025-01-01"
"c1622","creator_22","Synthetic Item 1622",1682,"article","blog","2025-01-01"
"c1623","creator_23","Synthetic Item 1623",1683,"short","instagram","2025-01-01"
"c1624","creator_24","Synthetic Item 1624",1684,"podcast","tiktok","2025-01-01"
"c1625","creator_25","Synthetic Item 1625",1685,"live","twitch","2025-01-01"
"c1626","creator_26","Synthetic Item 1626",1686,"video","spotify","2025-01-01"
"c1627","creator_27","Synthetic Item 1627",1687,"article","youtube","2025-01-01"
"c1628","creator_28","Synthetic Item 1628",1688,"short","blog","2025-01-01"
"c1629","creator_29","Synthetic Item 1629",1689,"podcast","instagram","2025-01-01"
"c1630","creator_30","Synthetic Item 1630",1690,"live","tiktok","2025-01-01"
"c1631","creator_31","Synthetic Item 1631",1691,"video","twitch","2025-01-01"
"c1632","creator_32","Synthetic Item 1632",1692,"article","spotify","2025-01-01"
"c1633","creator_33","Synthetic Item 1633",1693,"short","youtube","2025-01-01"
"c1634","creator_34","Synthetic Item 1634",1694,"podcast","blog","2025-01-01"
"c1635","creator_35","Synthetic Item 1635",1695,"live","instagram","2025-01-01"
"c1636","creator_36","Synthetic Item 1636",1696,"video","tiktok","2025-01-01"
"c1637","creator_37","Synthetic Item 1637",1697,"article","twitch","2025-01-01"
"c1638","creator_38","Synthetic Item 1638",1698,"short","spotify","2025-01-01"
"c1639","creator_39","Synthetic Item 1639",1699,"podcast","youtube","2025-01-01"
"c1640","creator_40","Synthetic Item 1640",1700,"live","blog","2025-01-01"
"c1641","creator_41","Synthetic Item 1641",1701,"video","instagram","2025-01-01"
"c1642","creator_42","Synthetic Item 1642",1702,"article","tiktok","2025-01-01"
"c1643","creator_43","Synthetic Item 1643",1703,"short","twitch","2025-01-01"
"c1644","creator_44","Synthetic Item 1644",1704,"podcast","spotify","2025-01-01"
"c1645","creator_45","Synthetic Item 1645",1705,"live","youtube","2025-01-01"
"c1646","creator_46","Synthetic Item 1646",1706,"video","blog","2025-01-01"
"c1647","creator_47","Synthetic Item 1647",1707,"article","instagram","2025-01-01"
"c1648","creator_48","Synthetic Item 1648",1708,"short","tiktok","2025-01-01"
"c1649","creator_49","Synthetic Item 1649",1709,"podcast","twitch","2025-01-01"
"c1650","creator_50","Synthetic Item 1650",1710,"live","spotify","2025-01-01"
"c1651","creator_1","Synthetic Item 1651",1711,"video","youtube","2025-01-01"
"c1652","creator_2","Synthetic Item 1652",1712,"article","blog","2025-01-01"
"c1653","creator_3","Synthetic Item 1653",1713,"short","instagram","2025-01-01"
"c1654","creator_4","Synthetic Item 1654",1714,"podcast","tiktok","2025-01-01"
"c1655","creator_5","Synthetic Item 1655",1715,"live","twitch","2025-01-01"
"c1656","creator_6","Synthetic Item 1656",1716,"video","spotify","2025-01-01"
"c1657","creator_7","Synthetic Item 1657",1717,"article","youtube","2025-01-01"
"c1658","creator_8","Synthetic Item 1658",1718,"short","blog","2025-01-01"
"c1659","creator_9","Synthetic Item 1659",1719,"podcast","instagram","2025-01-01"
"c1660","creator_10","Synthetic Item 1660",1720,"live","tiktok","2025-01-01"
"c1661","creator_11","Synthetic Item 1661",1721,"video","twitch","2025-01-01"
"c1662","creator_12","Synthetic Item 1662",1722,"article","spotify","2025-01-01"
"c1663","creator_13","Synthetic Item 1663",1723,"short","youtube","2025-01-01"
"c1664","creator_14","Synthetic Item 1664",1724,"podcast","blog","2025-01-01"
"c1665","creator_15","Synthetic Item 1665",1725,"live","instagram","2025-01-01"
"c1666","creator_16","Synthetic Item 1666",1726,"video","tiktok","2025-01-01"
"c1667","creator_17","Synthetic Item 1667",1727,"article","twitch","2025-01-01"
"c1668","creator_18","Synthetic Item 1668",1728,"short","spotify","2025-01-01"
"c1669","creator_19","Synthetic Item 1669",1729,"podcast","youtube","2025-01-01"
"c1670","creator_20","Synthetic Item 1670",1730,"live","blog","2025-01-01"
"c1671","creator_21","Synthetic Item 1671",1731,"video","instagram","2025-01-01"
"c1672","creator_22","Synthetic Item 1672",1732,"article","tiktok","2025-01-01"
"c1673","creator_23","Synthetic Item 1673",1733,"short","twitch","2025-01-01"
"c1674","creator_24","Synthetic Item 1674",1734,"podcast","spotify","2025-01-01"
"c1675","creator_25","Synthetic Item 1675",1735,"live","youtube","2025-01-01"
"c1676","creator_26","Synthetic Item 1676",1736,"video","blog","2025-01-01"
"c1677","creator_27","Synthetic Item 1677",1737,"article","instagram","2025-01-01"
"c1678","creator_28","Synthetic Item 1678",1738,"short","tiktok","2025-01-01"
"c1679","creator_29","Synthetic Item 1679",1739,"podcast","twitch","2025-01-01"
"c1680","creator_30","Synthetic Item 1680",1740,"live","spotify","2025-01-01"
"c1681","creator_31","Synthetic Item 1681",1741,"video","youtube","2025-01-01"
"c1682","creator_32","Synthetic Item 1682",1742,"article","blog","2025-01-01"
"c1683","creator_33","Synthetic Item 1683",1743,"short","instagram","2025-01-01"
"c1684","creator_34","Synthetic Item 1684",1744,"podcast","tiktok","2025-01-01"
"c1685","creator_35","Synthetic Item 1685",1745,"live","twitch","2025-01-01"
"c1686","creator_36","Synthetic Item 1686",1746,"video","spotify","2025-01-01"
"c1687","creator_37","Synthetic Item 1687",1747,"article","youtube","2025-01-01"
"c1688","creator_38","Synthetic Item 1688",1748,"short","blog","2025-01-01"
"c1689","creator_39","Synthetic Item 1689",1749,"podcast","instagram","2025-01-01"
"c1690","creator_40","Synthetic Item 1690",1750,"live","tiktok","2025-01-01"
"c1691","creator_41","Synthetic Item 1691",1751,"video","twitch","2025-01-01"
"c1692","creator_42","Synthetic Item 1692",1752,"article","spotify","2025-01-01"
"c1693","creator_43","Synthetic Item 1693",1753,"short","youtube","2025-01-01"
"c1694","creator_44","Synthetic Item 1694",1754,"podcast","blog","2025-01-01"
"c1695","creator_45","Synthetic Item 1695",1755,"live","instagram","2025-01-01"
"c1696","creator_46","Synthetic Item 1696",1756,"video","tiktok","2025-01-01"
"c1697","creator_47","Synthetic Item 1697",1757,"article","twitch","2025-01-01"
"c1698","creator_48","Synthetic Item 1698",1758,"short","spotify","2025-01-01"
"c1699","creator_49","Synthetic Item 1699",1759,"podcast","youtube","2025-01-01"
"c1700","creator_50","Synthetic Item 1700",1760,"live","blog","2025-01-01"
"c1701","creator_1","Synthetic Item 1701",1761,"video","instagram","2025-01-01"
"c1702","creator_2","Synthetic Item 1702",1762,"article","tiktok","2025-01-01"
"c1703","creator_3","Synthetic Item 1703",1763,"short","twitch","2025-01-01"
"c1704","creator_4","Synthetic Item 1704",1764,"podcast","spotify","2025-01-01"
"c1705","creator_5","Synthetic Item 1705",1765,"live","youtube","2025-01-01"
"c1706","creator_6","Synthetic Item 1706",1766,"video","blog","2025-01-01"
"c1707","creator_7","Synthetic Item 1707",1767,"article","instagram","2025-01-01"
"c1708","creator_8","Synthetic Item 1708",1768,"short","tiktok","2025-01-01"
"c1709","creator_9","Synthetic Item 1709",1769,"podcast","twitch","2025-01-01"
"c1710","creator_10","Synthetic Item 1710",1770,"live","spotify","2025-01-01"
"c1711","creator_11","Synthetic Item 1711",1771,"video","youtube","2025-01-01"
"c1712","creator_12","Synthetic Item 1712",1772,"article","blog","2025-01-01"
"c1713","creator_13","Synthetic Item 1713",1773,"short","instagram","2025-01-01"
"c1714","creator_14","Synthetic Item 1714",1774,"podcast","tiktok","2025-01-01"
"c1715","creator_15","Synthetic Item 1715",1775,"live","twitch","2025-01-01"
"c1716","creator_16","Synthetic Item 1716",1776,"video","spotify","2025-01-01"
"c1717","creator_17","Synthetic Item 1717",1777,"article","youtube","2025-01-01"
"c1718","creator_18","Synthetic Item 1718",1778,"short","blog","2025-01-01"
"c1719","creator_19","Synthetic Item 1719",1779,"podcast","instagram","2025-01-01"
"c1720","creator_20","Synthetic Item 1720",1780,"live","tiktok","2025-01-01"
"c1721","creator_21","Synthetic Item 1721",1781,"video","twitch","2025-01-01"
"c1722","creator_22","Synthetic Item 1722",1782,"article","spotify","2025-01-01"
"c1723","creator_23","Synthetic Item 1723",1783,"short","youtube","2025-01-01"
"c1724","creator_24","Synthetic Item 1724",1784,"podcast","blog","2025-01-01"
"c1725","creator_25","Synthetic Item 1725",1785,"live","instagram","2025-01-01"
"c1726","creator_26","Synthetic Item 1726",1786,"video","tiktok","2025-01-01"
"c1727","creator_27","Synthetic Item 1727",1787,"article","twitch","2025-01-01"
"c1728","creator_28","Synthetic Item 1728",1788,"short","spotify","2025-01-01"
"c1729","creator_29","Synthetic Item 1729",1789,"podcast","youtube","2025-01-01"
"c1730","creator_30","Synthetic Item 1730",1790,"live","blog","2025-01-01"
"c1731","creator_31","Synthetic Item 1731",1791,"video","instagram","2025-01-01"
"c1732","creator_32","Synthetic Item 1732",1792,"article","tiktok","2025-01-01"
"c1733","creator_33","Synthetic Item 1733",1793,"short","twitch","2025-01-01"
"c1734","creator_34","Synthetic Item 1734",1794,"podcast","spotify","2025-01-01"
"c1735","creator_35","Synthetic Item 1735",1795,"live","youtube","2025-01-01"
"c1736","creator_36","Synthetic Item 1736",1796,"video","blog","2025-01-01"
"c1737","creator_37","Synthetic Item 1737",1797,"article","instagram","2025-01-01"
"c1738","creator_38","Synthetic Item 1738",1798,"short","tiktok","2025-01-01"
"c1739","creator_39","Synthetic Item 1739",1799,"podcast","twitch","2025-01-01"
"c1740","creator_40","Synthetic Item 1740",1800,"live","spotify","2025-01-01"
"c1741","creator_41","Synthetic Item 1741",1801,"video","youtube","2025-01-01"
"c1742","creator_42","Synthetic Item 1742",1802,"article","blog","2025-01-01"
"c1743","creator_43","Synthetic Item 1743",1803,"short","instagram","2025-01-01"
"c1744","creator_44","Synthetic Item 1744",1804,"podcast","tiktok","2025-01-01"
"c1745","creator_45","Synthetic Item 1745",1805,"live","twitch","2025-01-01"
"c1746","creator_46","Synthetic Item 1746",1806,"video","spotify","2025-01-01"
"c1747","creator_47","Synthetic Item 1747",1807,"article","youtube","2025-01-01"
"c1748","creator_48","Synthetic Item 1748",1808,"short","blog","2025-01-01"
"c1749","creator_49","Synthetic Item 1749",1809,"podcast","instagram","2025-01-01"
"c1750","creator_50","Synthetic Item 1750",1810,"live","tiktok","2025-01-01"
"c1751","creator_1","Synthetic Item 1751",1811,"video","twitch","2025-01-01"
"c1752","creator_2","Synthetic Item 1752",1812,"article","spotify","2025-01-01"
"c1753","creator_3","Synthetic Item 1753",1813,"short","youtube","2025-01-01"
"c1754","creator_4","Synthetic Item 1754",1814,"podcast","blog","2025-01-01"
"c1755","creator_5","Synthetic Item 1755",1815,"live","instagram","2025-01-01"
"c1756","creator_6","Synthetic Item 1756",1816,"video","tiktok","2025-01-01"
"c1757","creator_7","Synthetic Item 1757",1817,"article","twitch","2025-01-01"
"c1758","creator_8","Synthetic Item 1758",1818,"short","spotify","2025-01-01"
"c1759","creator_9","Synthetic Item 1759",1819,"podcast","youtube","2025-01-01"
"c1760","creator_10","Synthetic Item 1760",1820,"live","blog","2025-01-01"
"c1761","creator_11","Synthetic Item 1761",1821,"video","instagram","2025-01-01"
"c1762","creator_12","Synthetic Item 1762",1822,"article","tiktok","2025-01-01"
"c1763","creator_13","Synthetic Item 1763",1823,"short","twitch","2025-01-01"
"c1764","creator_14","Synthetic Item 1764",1824,"podcast","spotify","2025-01-01"
"c1765","creator_15","Synthetic Item 1765",1825,"live","youtube","2025-01-01"
"c1766","creator_16","Synthetic Item 1766",1826,"video","blog","2025-01-01"
"c1767","creator_17","Synthetic Item 1767",1827,"article","instagram","2025-01-01"
"c1768","creator_18","Synthetic Item 1768",1828,"short","tiktok","2025-01-01"
"c1769","creator_19","Synthetic Item 1769",1829,"podcast","twitch","2025-01-01"
"c1770","creator_20","Synthetic Item 1770",1830,"live","spotify","2025-01-01"
"c1771","creator_21","Synthetic Item 1771",1831,"video","youtube","2025-01-01"
"c1772","creator_22","Synthetic Item 1772",1832,"article","blog","2025-01-01"
"c1773","creator_23","Synthetic Item 1773",1833,"short","instagram","2025-01-01"
"c1774","creator_24","Synthetic Item 1774",1834,"podcast","tiktok","2025-01-01"
"c1775","creator_25","Synthetic Item 1775",1835,"live","twitch","2025-01-01"
"c1776","creator_26","Synthetic Item 1776",1836,"video","spotify","2025-01-01"
"c1777","creator_27","Synthetic Item 1777",1837,"article","youtube","2025-01-01"
"c1778","creator_28","Synthetic Item 1778",1838,"short","blog","2025-01-01"
"c1779","creator_29","Synthetic Item 1779",1839,"podcast","instagram","2025-01-01"
"c1780","creator_30","Synthetic Item 1780",1840,"live","tiktok","2025-01-01"
"c1781","creator_31","Synthetic Item 1781",1841,"video","twitch","2025-01-01"
"c1782","creator_32","Synthetic Item 1782",1842,"article","spotify","2025-01-01"
"c1783","creator_33","Synthetic Item 1783",1843,"short","youtube","2025-01-01"
"c1784","creator_34","Synthetic Item 1784",1844,"podcast","blog","2025-01-01"
"c1785","creator_35","Synthetic Item 1785",1845,"live","instagram","2025-01-01"
"c1786","creator_36","Synthetic Item 1786",1846,"video","tiktok","2025-01-01"
"c1787","creator_37","Synthetic Item 1787",1847,"article","twitch","2025-01-01"
"c1788","creator_38","Synthetic Item 1788",1848,"short","spotify","2025-01-01"
"c1789","creator_39","Synthetic Item 1789",1849,"podcast","youtube","2025-01-01"
"c1790","creator_40","Synthetic Item 1790",1850,"live","blog","2025-01-01"
"c1791","creator_41","Synthetic Item 1791",1851,"video","instagram","2025-01-01"
"c1792","creator_42","Synthetic Item 1792",1852,"article","tiktok","2025-01-01"
"c1793","creator_43","Synthetic Item 1793",1853,"short","twitch","2025-01-01"
"c1794","creator_44","Synthetic Item 1794",1854,"podcast","spotify","2025-01-01"
"c1795","creator_45","Synthetic Item 1795",1855,"live","youtube","2025-01-01"
"c1796","creator_46","Synthetic Item 1796",1856,"video","blog","2025-01-01"
"c1797","creator_47","Synthetic Item 1797",1857,"article","instagram","2025-01-01"
"c1798","creator_48","Synthetic Item 1798",1858,"short","tiktok","2025-01-01"
"c1799","creator_49","Synthetic Item 1799",1859,"podcast","twitch","2025-01-01"
"c1800","creator_50","Synthetic Item 1800",1860,"live","spotify","2025-01-01"
"c1801","creator_1","Synthetic Item 1801",1861,"video","youtube","2025-01-01"
"c1802","creator_2","Synthetic Item 1802",1862,"article","blog","2025-01-01"
"c1803","creator_3","Synthetic Item 1803",1863,"short","instagram","2025-01-01"
"c1804","creator_4","Synthetic Item 1804",1864,"podcast","tiktok","2025-01-01"
"c1805","creator_5","Synthetic Item 1805",1865,"live","twitch","2025-01-01"
"c1806","creator_6","Synthetic Item 1806",1866,"video","spotify","2025-01-01"
"c1807","creator_7","Synthetic Item 1807",1867,"article","youtube","2025-01-01"
